Date,GLD,HYG,IEF,IWM,LQD,QQQ,SPY,TLT,USO,XLF
2022-05-12,170.1699981689453,61.70698928833008,91.49036407470703,164.17184448242188,95.97332763671875,284.2523193359375,372.27496337890625,102.48485565185547,79.2300033569336,30.968584060668945
2022-05-13,168.7899932861328,61.779388427734375,91.01140594482422,169.37477111816406,95.46882629394531,294.78662109375,381.17523193359375,100.97006225585938,81.27999877929688,31.418357849121094
2022-05-16,170.39999389648438,61.6909065246582,91.39279174804688,168.5662841796875,95.59708404541016,291.36956787109375,379.6286315917969,100.8655776977539,83.11000061035156,31.155986785888672
2022-05-17,169.3300018310547,61.63459396362305,90.70095825195312,173.72157287597656,95.04985046386719,298.91644287109375,387.43768310546875,99.64675903320312,81.11000061035156,31.98993682861328
2022-05-18,169.4199981689453,61.12788391113281,91.34842681884766,167.63412475585938,95.400390625,284.2425231933594,371.8194274902344,101.77098083496094,79.29000091552734,31.10913848876953
2022-05-19,171.91000366210938,61.53810119628906,91.6766357421875,167.90994262695312,95.65696716308594,282.719482421875,369.54229736328125,102.01473999023438,80.58000183105469,30.90298843383789
2022-05-20,172.02999877929688,61.497867584228516,92.10234832763672,167.48190307617188,96.1272201538086,281.8407897949219,369.70355224609375,103.1726303100586,81.6500015258789,30.846763610839844
2022-05-23,172.8300018310547,61.73918533325195,91.5435791015625,169.50791931152344,95.7851791381836,286.527099609375,376.6207275390625,101.4749526977539,81.97000122070312,31.849390029907227
2022-05-24,174.1300048828125,62.10914611816406,92.33295440673828,166.996826171875,97.0421371459961,280.4349365234375,373.7456970214844,103.47732543945312,82.0,31.78378677368164
2022-05-25,173.0800018310547,63.050201416015625,92.51922607421875,170.0025177001953,98.04261779785156,284.3597106933594,377.04766845703125,103.88648223876953,82.4800033569336,32.03679275512695
2022-05-26,172.75999450683594,63.92689895629883,92.47489166259766,173.79769897460938,98.06826782226562,292.238525390625,384.5816345214844,103.4163818359375,84.58999633789062,32.777034759521484
